Sex,Age,Fare,HasCabin,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,FamilySize_1,FamilySize_2,FamilySize_3,FamilySize_4,FamilySize_5plus
0,0.32,0.0001434624456306,0,0,1,0,0,0,1,0,0,1,0,0
0,0.26,5.8556100257412615e-05,1,1,0,0,1,0,0,1,0,0,0,0
0,0.37,0.0015468569817999,0,0,0,1,0,0,1,0,0,1,0,0
1,0.5,0.0560430676213653,1,1,0,0,1,0,0,1,0,0,0,0
0,0.5,0.0207727765663171,1,1,0,0,1,0,0,0,1,0,0,0
1,0.21,0.0158833421948231,0,0,0,1,0,1,0,1,0,0,0,0
0,0.34,4.098927018018883e-05,0,0,1,0,0,0,1,0,1,0,0,0
1,0.21,0.0153791741716068,0,0,0,1,0,1,0,1,0,0,0,0
1,0.35,1.0,1,1,0,0,1,0,0,1,0,0,0,0
1,0.48,0.0067095531544951,0,0,0,1,0,0,1,0,0,0,0,1
0,0.47,7.51469953303462e-05,1,1,0,0,0,0,1,1,0,0,0,0
0,0.3,0.0005182214872781,0,1,0,0,0,0,1,1,0,0,0,0
